
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza (solo Grado)
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
,2015-2016,2015-2016,2015-2016,2015-2016,2015-2016,
,Centro propio,Centro propio,Centro propio,Centro propio,Centro propio,
,Hombres,Hombres,Hombres,Hombres,Hombres,
,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,Tiempo Completo,
A Coruña,2023.0,2542.0,128.0,221.0,243.0,
Alcalá,1581.0,1602.0,296.0,973.0,436.0,
Alicante,3825.0,1738.0,593.0,302.0,557.0,
Almería,2018.0,913.0,281.0,412.0,245.0,
Autónoma de Barcelona,3563.0,1288.0,1089.0,1288.0,1779.0,
Autónoma de Madrid,3347.0,894.0,965.0,851.0,1341.0,
Barcelona,6040.0,661.0,1803.0,1826.0,1956.0,
Burgos,932.0,837.0,113.0,130.0,54.0,
Cádiz,2643.0,1910.0,426.0,707.0,543.0,
Cantabria,1233.0,1441.0,122.0,276.0,167.0,
Carlos III de Madrid,3291.0,3453.0,40.0,0.0,0.0,
Castilla-La Mancha,3571.0,2577.0,567.0,984.0,376.0,
Complutense de Madrid,8171.0,1684.0,2298.0,2569.0,2265.0,
Córdoba,1742.0,1636.0,497.0,715.0,754.0,
Extremadura,3007.0,1826.0,275.0,929.0,516.0,
Girona,1276.0,1085.0,318.0,278.0,484.0,
Granada,6535.0,2979.0,1590.0,2013.0,1696.0,
Huelva,1463.0,870.0,255.0,239.0,151.0,
Illes Balears (Les),1588.0,686.0,289.0,319.0,331.0,
Jaén,1949.0,1606.0,329.0,435.0,272.0,
Jaume I de Castellón,1942.0,1396.0,215.0,321.0,113.0,
La Laguna,2266.0,1704.0,574.0,948.0,589.0,
La Rioja,614.0,508.0,88.0,0.0,137.0,
Las Palmas de Gran Canaria,2711.0,2082.0,439.0,721.0,105.0,
León,1349.0,1222.0,181.0,394.0,362.0,
Lleida,991.0,769.0,234.0,516.0,110.0,
Málaga,4815.0,4345.0,1148.0,1133.0,910.0,
Miguel Hernández de Elche,821.0,1074.0,90.0,1260.0,217.0,
Murcia,3999.0,657.0,1156.0,1532.0,983.0,
Oviedo,2193.0,2561.0,636.0,520.0,658.0,
Pablo de Olavide,2394.0,115.0,312.0,36.0,309.0,
País Vasco/Euskal Herriko Unibertsitatea,5291.0,5033.0,1075.0,1294.0,1102.0,
Politécnica de Cartagena,252.0,2000.0,0.0,0.0,0.0,
Politécnica de Catalunya,0.0,9186.0,0.0,70.0,42.0,
Politécnica de Madrid,661.0,13864.0,0.0,0.0,0.0,
Politècnica de València,746.0,7588.0,438.0,0.0,311.0,
Pompeu Fabra,2438.0,494.0,317.0,157.0,0.0,
Pública de Navarra,1172.0,1621.0,0.0,146.0,0.0,
Rey Juan Carlos,7289.0,2517.0,303.0,744.0,338.0,
Rovira i Virgili,1458.0,1047.0,223.0,632.0,284.0,
Salamanca,2354.0,1426.0,1101.0,1036.0,989.0,
Santiago de Compostela,2296.0,655.0,762.0,1664.0,902.0,
Sevilla,6354.0,7174.0,1518.0,2101.0,1407.0,
València (Estudi General),5938.0,894.0,1287.0,2224.0,1333.0,
Valladolid,3044.0,2462.0,492.0,641.0,447.0,
Vigo,2396.0,2984.0,368.0,97.0,448.0,
Zaragoza,3782.0,2665.0,720.0,1014.0,950.0,
Universidades Públicas No Presenciales,6140.0,941.0,1948.0,2552.0,760.0,
Nacional de Educación a Distancia,6140.0,941.0,1948.0,2552.0,760.0,
Universidades Privadas,23617.0,6466.0,1023.0,15076.0,788.0,
Universidades Privadas Presenciales,20245.0,6053.0,885.0,14480.0,788.0,
Abat Oliba CEU,374.0,0.0,0.0,0.0,0.0,
Alfonso X El Sabio,138.0,280.0,60.0,2062.0,3.0,
Antonio de Nebrija,572.0,268.0,20.0,0.0,0.0,
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,
Camilo José Cela,785.0,43.0,43.0,303.0,0.0,
Cardenal Herrera-CEU,602.0,93.0,0.0,1415.0,0.0,
Católica de Valencia San Vicente Mártir,997.0,0.0,15.0,2005.0,144.0,
Católica San Antonio,1606.0,324.0,9.0,1099.0,11.0,
Católica Santa Teresa de Jesús de Ávila,125.0,118.0,0.0,92.0,5.0,
Deusto,1797.0,353.0,114.0,92.0,0.0,
Europea de Canarias,83.0,12.0,0.0,0.0,0.0,
Europea de Madrid,1653.0,628.0,69.0,1474.0,45.0,
Europea de Valencia,102.0,5.0,20.0,267.0,0.0,
Europea del Atlántico,99.0,22.0,10.0,228.0,0.0,
Europea Miguel de Cervantes,94.0,45.0,0.0,415.0,12.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,40.0,0.0,
Francisco de Vitoria,995.0,184.0,58.0,508.0,77.0,
IE Universidad,438.0,33.0,0.0,0.0,0.0,
Internacional de Catalunya,354.0,40.0,11.0,640.0,0.0,
Loyola Andalucía,524.0,86.0,0.0,49.0,0.0,
Mondragón Unibertsitatea,764.0,739.0,0.0,0.0,0.0,
Navarra,1072.0,707.0,258.0,653.0,216.0,
Pontificia Comillas,1347.0,747.0,103.0,234.0,0.0,
Pontificia de Salamanca,946.0,104.0,11.0,370.0,0.0,
Ramón Llull,2639.0,842.0,45.0,527.0,68.0,
San Jorge,140.0,82.0,0.0,648.0,0.0,
San Pablo-CEU,1245.0,184.0,29.0,782.0,40.0,
Vic-Central de Catalunya,754.0,114.0,10.0,577.0,167.0,
Universidades Privadas No Presenciales,3372.0,413.0,138.0,596.0,0.0,
A Distancia de Madrid,302.0,91.0,11.0,30.0,0.0,
Internacional de La Rioja,1248.0,43.0,65.0,0.0,0.0,
Internacional Isabel I de Castilla,135.0,30.0,0.0,334.0,0.0,
Internacional Valenciana,82.0,0.0,14.0,33.0,0.0,
Oberta de Catalunya,1605.0,249.0,48.0,199.0,0.0,
Notas:
Fuente: Sistema Integrado de Información Universitaria (SIIU). Secretaría General de Universidades
